t,Ixx,Ixy,Ixz,Iyx,Iyy,Iyz,Izx,Izy,Izz
2.600,    5.695660914396626e+44,    2.030771131895733e+35,   -4.202290509644699e+35,    2.030771131895733e+35,    5.695661048402536e+44,    4.579075227501749e+35,   -4.202290509644699e+35,    4.579075227501749e+35,    5.353784980966499e+44
2.610,    5.684840135114694e+44,    2.063071621964598e+35,   -4.079332135115211e+35,    2.063071621964598e+35,    5.684840268692319e+44,    4.231375017379701e+35,   -4.079332135115211e+35,    4.231375017379701e+35,    5.341576989414688e+44
2.620,    5.674039014987669e+44,    1.786123957652450e+35,   -4.444770235183744e+35,    1.786123957652450e+35,    5.674039148164777e+44,    4.431387052690328e+35,   -4.444770235183744e+35,    4.431387052690328e+35,    5.329477340810852e+44
2.630,    5.663233015184303e+44,    2.236784513027449e+35,   -4.084487214224333e+35,    2.236784513027449e+35,    5.663233148131833e+44,    4.234338177648182e+35,   -4.084487214224333e+35,    4.234338177648182e+35,    5.317460481823546e+44
2.640,    5.652439674341475e+44,    1.854979336042281e+35,   -4.127755833971526e+35,    1.854979336042281e+35,    5.652439808100192e+44,    4.486026969102226e+35,   -4.127755833971526e+35,    4.486026969102226e+35,    5.305547751766575e+44
2.650,    5.641648892429178e+44,    2.077905607766000e+35,   -3.857793884356429e+35,    2.077905607766000e+35,    5.641649025120006e+44,    4.386044715954011e+35,   -3.857793884356429e+35,    4.386044715954011e+35,    5.293726218890174e+44
2.660,    5.630860168141903e+44,    1.847664946039201e+35,   -3.717109647617578e+35,    1.847664946039201e+35,    5.630860301413705e+44,    3.924978135742534e+35,   -3.717109647617578e+35,    3.924978135742534e+35,    5.281994173233597e+44
2.670,    5.620080080992332e+44,    1.959850730933514e+35,   -3.989130107500783e+35,    1.959850730933514e+35,    5.620080212726179e+44,    4.310412513435539e+35,   -3.989130107500783e+35,    4.310412513435539e+35,    5.270359354260233e+44
2.680,    5.609307380427298e+44,    1.848085799004237e+35,   -4.204635955324799e+35,    1.848085799004237e+35,    5.609307511942559e+44,    4.032271769908881e+35,   -4.204635955324799e+35,    4.032271769908881e+35,    5.258819749369347e+44
2.690,    5.598530545080287e+44,    1.856850163360652e+35,   -3.957475532562685e+35,    1.856850163360652e+35,    5.598530676663740e+44,    4.114654998352364e+35,   -3.957475532562685e+35,    4.114654998352364e+35,    5.247362631332629e+44
2.700,    5.587756518091523e+44,    1.702890367176936e+35,   -3.751265995066262e+35,    1.702890367176936e+35,    5.587756649536836e+44,    4.696024401762615e+35,   -3.751265995066262e+35,    4.696024401762615e+35,    5.235995807407723e+44
2.710,    5.576982081727326e+44,    1.849149016619644e+35,   -3.785576197345217e+35,    1.849149016619644e+35,    5.576982212451874e+44,    4.221336255790773e+35,   -3.785576197345217e+35,    4.221336255790773e+35,    5.224714978488035e+44
2.720,    5.566196502544890e+44,    1.669505993771987e+35,   -3.793839607212100e+35,    1.669505993771987e+35,    5.566196633964431e+44,    4.158260457923230e+35,   -3.793839607212100e+35,    4.158260457923230e+35,    5.213507817376609e+44
2.730,    5.555402882075404e+44,    1.639117958315223e+35,   -4.016283632453506e+35,    1.639117958315223e+35,    5.555403013062717e+44,    4.015509209437951e+35,   -4.016283632453506e+35,    4.015509209437951e+35,    5.202376951402913e+44
2.740,    5.544600306547711e+44,    1.886661214548323e+35,   -3.742576880898398e+35,    1.886661214548323e+35,    5.544600437086946e+44,    4.224082763030652e+35,   -3.742576880898398e+35,    4.224082763030652e+35,    5.191320361475014e+44
2.750,    5.533772074776456e+44,    1.575497743440482e+35,   -3.709005217255256e+35,    1.575497743440482e+35,    5.533772204859411e+44,    4.544272964458407e+35,   -3.709005217255256e+35,    4.544272964458407e+35,    5.180320546686548e+44
2.760,    5.522925383027167e+44,    1.740515889011350e+35,   -3.831411911169839e+35,    1.740515889011350e+35,    5.522925512826781e+44,    4.354668868391603e+35,   -3.831411911169839e+35,    4.354668868391603e+35,    5.169385025326330e+44
2.770,    5.512057814054086e+44,    1.867825309749025e+35,   -3.771629580937710e+35,    1.867825309749025e+35,    5.512057944205867e+44,    3.930800325391956e+35,   -3.771629580937710e+35,    3.930800325391956e+35,    5.158510958886638e+44
2.780,    5.501166985930468e+44,    1.401462865356181e+35,   -4.033191034056813e+35,    1.401462865356181e+35,    5.501167115096955e+44,    4.349160263505535e+35,   -4.033191034056813e+35,    4.349160263505535e+35,    5.147695059154549e+44
2.790,    5.490243115743016e+44,    1.947667560257697e+35,   -3.913793011066651e+35,    1.947667560257697e+35,    5.490243245018034e+44,    4.378091358321079e+35,   -3.913793011066651e+35,    4.378091358321079e+35,    5.136926497861896e+44
2.800,    5.479296318311156e+44,    1.790786368937184e+35,   -3.726070307304035e+35,    1.790786368937184e+35,    5.479296446806904e+44,    4.149770918454403e+35,   -3.726070307304035e+35,    4.149770918454403e+35,    5.126213836357175e+44
2.810,    5.468313259144721e+44,    1.696444739128305e+35,   -4.025138444278283e+35,    1.696444739128305e+35,    5.468313386932751e+44,    4.082356144515782e+35,   -4.025138444278283e+35,    4.082356144515782e+35,    5.115543023733805e+44
2.820,    5.457293825755035e+44,    1.662593146022712e+35,   -4.174372604880217e+35,    1.662593146022712e+35,    5.457293953899550e+44,    4.058708937877134e+35,   -4.174372604880217e+35,    4.058708937877134e+35,    5.104913042271005e+44
2.830,    5.446246595081090e+44,    1.573249778253609e+35,   -3.848919834100054e+35,    1.573249778253609e+35,    5.446246723098947e+44,    4.440830066936730e+35,   -3.848919834100054e+35,    4.440830066936730e+35,    5.094331092947001e+44
2.840,    5.435161595056666e+44,    1.442532712778600e+35,   -3.859894506001867e+35,    1.442532712778600e+35,    5.435161722929272e+44,    4.284696915451008e+35,   -3.859894506001867e+35,    4.284696915451008e+35,    5.083786513793455e+44
2.850,    5.424037659442174e+44,    1.396762299143949e+35,   -3.717076336375557e+35,    1.396762299143949e+35,    5.424037786638018e+44,    4.089072735897159e+35,   -3.717076336375557e+35,    4.089072735897159e+35,    5.073277156856762e+44
2.860,    5.412882482447789e+44,    1.885846907157061e+35,   -4.090462107116425e+35,    1.885846907157061e+35,    5.412882609020323e+44,    4.463925564906255e+35,   -4.090462107116425e+35,    4.463925564906255e+35,    5.062809170005753e+44
2.870,    5.401677725168848e+44,    1.701556971813346e+35,   -4.075882276783930e+35,    1.701556971813346e+35,    5.401677852026548e+44,    4.122777880330496e+35,   -4.075882276783930e+35,    4.122777880330496e+35,    5.052364305109725e+44
2.880,    5.390449210914131e+44,    1.504591455670782e+35,   -3.791502977888141e+35,    1.504591455670782e+35,    5.390449337840110e+44,    4.031462807499833e+35,   -3.791502977888141e+35,    4.031462807499833e+35,    5.041965565310249e+44
2.890,    5.379179435341041e+44,    1.675211834934954e+35,   -3.704126277137453e+35,    1.675211834934954e+35,    5.379179561841025e+44,    3.939024830535575e+35,   -3.704126277137453e+35,    3.939024830535575e+35,    5.031595442716954e+44
2.900,    5.367867623107690e+44,    1.383282106178110e+35,   -3.548915415858203e+35,    1.383282106178110e+35,    5.367867749661320e+44,    4.318121826037919e+35,   -3.548915415858203e+35,    4.318121826037919e+35,    5.021252334743791e+44
2.910,    5.356524781252506e+44,    1.384508554097143e+35,   -4.103615919645333e+35,    1.384508554097143e+35,    5.356524906889283e+44,    3.893428735171855e+35,   -4.103615919645333e+35,    3.893428735171855e+35,    5.010945753912756e+44
2.920,    5.345144633601254e+44,    1.319270777331027e+35,   -3.896969233392801e+35,    1.319270777331027e+35,    5.345144759379115e+44,    4.244098334409937e+35,   -3.896969233392801e+35,    4.244098334409937e+35,    5.000669358593720e+44
2.930,    5.333729449137353e+44,    1.325774300195227e+35,   -4.034367152988988e+35,    1.325774300195227e+35,    5.333729574499365e+44,    4.016574900240454e+35,   -4.034367152988988e+35,    4.016574900240454e+35,    4.990424765638020e+44
2.940,    5.322281607921237e+44,    1.473685164104775e+35,   -3.634912769886259e+35,    1.473685164104775e+35,    5.322281732067738e+44,    4.088604745326793e+35,   -3.634912769886259e+35,    4.088604745326793e+35,    4.980213805601644e+44
2.950,    5.310811825406372e+44,    1.576493865910076e+35,   -4.076824707432317e+35,    1.576493865910076e+35,    5.310811950001372e+44,    4.350510683453446e+35,   -4.076824707432317e+35,    4.350510683453446e+35,    4.970045811864899e+44
2.960,    5.299315006399550e+44,    1.351950646422235e+35,   -3.889532445113517e+35,    1.351950646422235e+35,    5.299315130697979e+44,    4.249696119687934e+35,   -3.889532445113517e+35,    4.249696119687934e+35,    4.959916217676105e+44
2.970,    5.287794548624501e+44,    1.492197619441753e+35,   -3.773968154732819e+35,    1.492197619441753e+35,    5.287794672782319e+44,    4.163903836006369e+35,   -3.773968154732819e+35,    4.163903836006369e+35,    4.949828175730472e+44
2.980,    5.276254194435693e+44,    1.471709676980119e+35,   -3.921907953732692e+35,    1.471709676980119e+35,    5.276254317856369e+44,    4.066217490691676e+35,   -3.921907953732692e+35,    4.066217490691676e+35,    4.939785258070973e+44
2.990,    5.264697748065251e+44,    1.297119924623284e+35,   -3.811184673113513e+35,    1.297119924623284e+35,    5.264697871281961e+44,    4.597010212206712e+35,   -3.811184673113513e+35,    4.597010212206712e+35,    4.929791206969573e+44
3.000,    5.253136169359858e+44,    1.260299501673340e+35,   -3.959264593963702e+35,    1.260299501673340e+35,    5.253136292828315e+44,    4.665980348205375e+35,   -3.959264593963702e+35,    4.665980348205375e+35,    4.919855944783585e+44
3.010,    5.241558934710016e+44,    9.502035624776806e+34,   -3.971577326772169e+35,    9.502035624776806e+34,    5.241559056822229e+44,    4.012896990052646e+35,   -3.971577326772169e+35,    4.012896990052646e+35,    4.909971056582990e+44
3.020,    5.229978863242852e+44,    1.440383303413486e+35,   -4.006891694278792e+35,    1.440383303413486e+35,    5.229978985023862e+44,    4.200399872817016e+35,   -4.006891694278792e+35,    4.200399872817016e+35,    4.900148293521396e+44
3.030,    5.218401348589459e+44,    1.208517957595443e+35,   -4.027203704414735e+35,    1.208517957595443e+35,    5.218401470680520e+44,    4.272382861074773e+35,   -4.027203704414735e+35,    4.272382861074773e+35,    4.890392957253181e+44
3.040,    5.206824635602949e+44,    1.202789732609072e+35,   -4.003492153842693e+35,    1.202789732609072e+35,    5.206824756690060e+44,    4.516698349725529e+35,   -4.003492153842693e+35,    4.516698349725529e+35,    4.880704341884844e+44
3.050,    5.195261543704743e+44,    1.297159215815848e+35,   -3.904254532515134e+35,    1.297159215815848e+35,    5.195261665132164e+44,    4.222925221603345e+35,   -3.904254532515134e+35,    4.222925221603345e+35,    4.871093809887843e+44
3.060,    5.183710577825557e+44,    1.021355563487064e+35,   -4.065523911762996e+35,    1.021355563487064e+35,    5.183710698424418e+44,    4.251668657596541e+35,   -4.065523911762996e+35,    4.251668657596541e+35,    4.861560656665829e+44
3.070,    5.172177195798542e+44,    1.505594579124325e+35,   -4.092619829736362e+35,    1.505594579124325e+35,    5.172177316600508e+44,    4.412849865718211e+35,   -4.092619829736362e+35,    4.412849865718211e+35,    4.852109743874659e+44
3.080,    5.160673333461393e+44,    1.441685035878771e+35,   -3.975474095999195e+35,    1.441685035878771e+35,    5.160673453392122e+44,    4.062808112124875e+35,   -3.975474095999195e+35,    4.062808112124875e+35,    4.842750918786063e+44
3.090,    5.149190027302618e+44,    1.081378271685148e+35,   -4.223978350432940e+35,    1.081378271685148e+35,    5.149190147603014e+44,    4.703439639207499e+35,   -4.223978350432940e+35,    4.703439639207499e+35,    4.833476797858303e+44
3.100,    5.137738164989408e+44,    1.420160876078156e+35,   -4.010348613800004e+35,    1.420160876078156e+35,    5.137738284423958e+44,    4.385805209468762e+35,   -4.010348613800004e+35,    4.385805209468762e+35,    4.824295952020819e+44
3.110,    5.126314730586940e+44,    1.271815398385156e+35,   -4.218419907577203e+35,    1.271815398385156e+35,    5.126314849650159e+44,    4.299479641108592e+35,   -4.218419907577203e+35,    4.299479641108592e+35,    4.815205454420534e+44
3.120,    5.114929453545739e+44,    1.189132536449998e+35,   -4.088280143742783e+35,    1.189132536449998e+35,    5.114929572652650e+44,    4.455985500330397e+35,   -4.088280143742783e+35,    4.455985500330397e+35,    4.806212349191345e+44
3.130,    5.103584951258853e+44,    1.254046234225020e+35,   -4.363793195942610e+35,    1.254046234225020e+35,    5.103585069940842e+44,    4.556302552696693e+35,   -4.363793195942610e+35,    4.556302552696693e+35,    4.797317649522918e+44
3.140,    5.092276972037859e+44,    1.131181158886743e+35,   -3.917393273509023e+35,    1.131181158886743e+35,    5.092277090069460e+44,    4.100123514173618e+35,   -3.917393273509023e+35,    4.100123514173618e+35,    4.788516836189730e+44
3.150,    5.081007222275876e+44,    1.050490433851807e+35,   -4.182692213526015e+35,    1.050490433851807e+35,    5.081007340238022e+44,    4.494089198827852e+35,   -4.182692213526015e+35,    4.494089198827852e+35,    4.779809957675611e+44
3.160,    5.069783135729959e+44,    1.447946175977927e+35,   -4.048744437592786e+35,    1.447946175977927e+35,    5.069783253485472e+44,    4.248790379288676e+35,   -4.048744437592786e+35,    4.248790379288676e+35,    4.771201299341912e+44
3.170,    5.058605635637154e+44,    1.172001379229845e+35,   -3.674704030575522e+35,    1.172001379229845e+35,    5.058605752408253e+44,    4.701010201220092e+35,   -3.674704030575522e+35,    4.701010201220092e+35,    4.762689943409172e+44
3.180,    5.047469292194186e+44,    1.367251232492095e+35,   -4.136044415117291e+35,    1.367251232492095e+35,    5.047469408938758e+44,    4.200988162694706e+35,   -4.136044415117291e+35,    4.200988162694706e+35,    4.754270097433688e+44
3.190,    5.036380255687685e+44,    1.307068579854121e+35,   -4.001735155209038e+35,    1.307068579854121e+35,    5.036380371671108e+44,    4.615017595697388e+35,   -4.001735155209038e+35,    4.615017595697388e+35,    4.745944666181454e+44
3.200,    5.025338682737640e+44,    1.016393594006916e+35,   -3.968136548022517e+35,    1.016393594006916e+35,    5.025338798773676e+44,    4.378662413974325e+35,   -3.968136548022517e+35,    4.378662413974325e+35,    4.737711900091190e+44
3.210,    5.014344644910875e+44,    1.173939493255283e+35,   -4.301775098701483e+35,    1.173939493255283e+35,    5.014344760122681e+44,    4.885144370279896e+35,   -4.301775098701483e+35,    4.885144370279896e+35,    4.729570094685270e+44
3.220,    5.003392818595337e+44,    1.053796221094820e+35,   -3.923187708711400e+35,    1.053796221094820e+35,    5.003392934614216e+44,    4.467214176461278e+35,   -3.923187708711400e+35,    4.467214176461278e+35,    4.721513670396948e+44
3.230,    4.992489089593183e+44,    7.959539749149238e+34,   -4.302099646816757e+35,    7.959539749149238e+34,    4.992489204556771e+44,    4.630034483349638e+35,   -4.302099646816757e+35,    4.630034483349638e+35,    4.713545477670421e+44
3.240,    4.981633736253082e+44,    7.453467057873639e+34,   -3.948655013245935e+35,    7.453467057873639e+34,    4.981633850757739e+44,    4.780188837887494e+35,   -3.948655013245935e+35,    4.780188837887494e+35,    4.705664300120192e+44
3.250,    4.970822046244826e+44,    8.397545994515368e+34,   -4.221080512382264e+35,    8.397545994515368e+34,    4.970822160927922e+44,    4.728011054995928e+35,   -4.221080512382264e+35,    4.728011054995928e+35,    4.697865370378277e+44
3.260,    4.960054692645883e+44,    1.056811431093890e+35,   -4.470650511975198e+35,    1.056811431093890e+35,    4.960054806149400e+44,    4.903680867698442e+35,   -4.470650511975198e+35,    4.903680867698442e+35,    4.690147883287775e+44
3.270,    4.949337238096930e+44,    1.183841205651096e+35,   -4.216035387766171e+35,    1.183841205651096e+35,    4.949337351803270e+44,    4.639846533236988e+35,   -4.216035387766171e+35,    4.639846533236988e+35,    4.682514601427105e+44
3.280,    4.938664710382910e+44,    7.802447666613702e+34,   -4.358190007925475e+35,    7.802447666613702e+34,    4.938664823751268e+44,    4.464829329082888e+35,   -4.358190007925475e+35,    4.464829329082888e+35,    4.674960796898069e+44
3.290,    4.928038087561416e+44,    9.661128278675800e+34,   -4.397533415221262e+35,    9.661128278675800e+34,    4.928038201080026e+44,    5.151582175917886e+35,   -4.397533415221262e+35,    5.151582175917886e+35,    4.667485510205628e+44
3.300,    4.917445798579682e+44,    9.106783544756880e+34,   -4.502495776260990e+35,    9.106783544756880e+34,    4.917445911278095e+44,    5.021923882315052e+35,   -4.502495776260990e+35,    5.021923882315052e+35,    4.660079041685044e+44
3.310,    4.906901982246579e+44,    9.231545793485927e+34,   -4.298063613630472e+35,    9.231545793485927e+34,    4.906902095000880e+44,    4.649607935375407e+35,   -4.298063613630472e+35,    4.649607935375407e+35,    4.652750838612170e+44
3.320,    4.896395365507370e+44,    1.129133810941337e+35,   -4.403811486961520e+35,    1.129133810941337e+35,    4.896395476781579e+44,    5.003879013835308e+35,   -4.403811486961520e+35,    5.003879013835308e+35,    4.645492677225251e+44
3.330,    4.885930600865456e+44,    7.479596590292449e+34,   -4.316709491375253e+35,    7.479596590292449e+34,    4.885930712590661e+44,    4.716259762833344e+35,   -4.316709491375253e+35,    4.716259762833344e+35,    4.638307323247106e+44
3.340,    4.875507890006290e+44,    9.565749695839431e+34,   -4.227294333915707e+35,    9.565749695839431e+34,    4.875508001666194e+44,    4.813220720950407e+35,   -4.227294333915707e+35,    4.813220720950407e+35,    4.631194350686082e+44
3.350,    4.865123197288519e+44,    9.501168304138945e+34,   -4.621289968146519e+35,    9.501168304138945e+34,    4.865123307763096e+44,    5.237501127902527e+35,   -4.621289968146519e+35,    5.237501127902527e+35,    4.624150423569726e+44
3.360,    4.854777212503707e+44,    8.279720423954949e+34,   -4.624748332020955e+35,    8.279720423954949e+34,    4.854777322809273e+44,    4.784604305295050e+35,   -4.624748332020955e+35,    4.784604305295050e+35,    4.617175433703467e+44
3.370,    4.844473575213624e+44,    9.292423582007241e+34,   -4.316195069994565e+35,    9.292423582007241e+34,    4.844473685650109e+44,    4.880934971597568e+35,   -4.316195069994565e+35,    4.880934971597568e+35,    4.610271317366942e+44
3.380,    4.834201145431060e+44,    7.877222347633171e+34,   -4.269175997129823e+35,    7.877222347633171e+34,    4.834201255567302e+44,    4.796457021761975e+35,   -4.269175997129823e+35,    4.796457021761975e+35,    4.603430230550850e+44
3.390,    4.823965680244638e+44,    1.034834336353366e+35,   -4.626551576678849e+35,    1.034834336353366e+35,    4.823965789488831e+44,    5.075411636566329e+35,   -4.626551576678849e+35,    5.075411636566329e+35,    4.596655710360395e+44
3.400,    4.813762841577636e+44,    9.438143576937305e+34,   -4.445771543112177e+35,    9.438143576937305e+34,    4.813762950594518e+44,    5.034664353938817e+35,   -4.445771543112177e+35,    5.034664353938817e+35,    4.589944680324223e+44
3.410,    4.803594178081962e+44,    7.844434809068293e+34,   -4.501919923488211e+35,    7.844434809068293e+34,    4.803594286777203e+44,    4.933346101781966e+35,   -4.501919923488211e+35,    4.933346101781966e+35,    4.583297936665919e+44
3.420,    4.793456958679116e+44,    8.457808404987341e+34,   -4.527489529799299e+35,    8.457808404987341e+34,    4.793457066407324e+44,    5.412442017747394e+35,   -4.527489529799299e+35,    5.412442017747394e+35,    4.576713498574836e+44
3.430,    4.783351908770694e+44,    5.268579929209799e+34,   -4.596824553693154e+35,    5.268579929209799e+34,    4.783352016441356e+44,    5.248203892438477e+35,   -4.596824553693154e+35,    5.248203892438477e+35,    4.570191740796236e+44
3.440,    4.773276807018236e+44,    7.727679947992369e+34,   -4.528960190607234e+35,    7.727679947992369e+34,    4.773276914427703e+44,    5.256423794150377e+35,   -4.528960190607234e+35,    5.256423794150377e+35,    4.563731301923223e+44
3.450,    4.763226400938885e+44,    8.060905352895934e+34,   -4.752257652049384e+35,    8.060905352895934e+34,    4.763226508130259e+44,    5.401948761675653e+35,   -4.752257652049384e+35,    5.401948761675653e+35,    4.557328961392902e+44
